"Date","Police_ref","Easting","Northing","Severity","Road_cond","Visibility","Casualties","Pedestrian","Cycles","P2W","OAPs","Children","Manoeuvre","Time","Vehicles","Roadclass1","Roadnum1","Road_Type","Speed_Lim","Junct_det","Junct_ctrl","Roadclass2","Roadnum2","Cross_ctrl","Cross_fac","Weather","SpCond","Carr_haz","Day","Location","Local_Auth","ReportedAt","Parish"
20180924,18334286,519342,300462,"2. Serious","1. Dry","1. Daylight",1,0,0,0,1,0,"0. No turn","13:00",2,"6. Unclassified",0,"6. Single carriageway",30,"2. Mini roundabout","4. Give way or Uncontrolled","6. Unclassified",0,"0. None","8. Central reservation","1. Fine without high winds",0,"0. None","2. Monday","DOGSTHORPE ROAD AT JN WITH GARTON END ROAD","E06000031","1. Yes",0
20180924,18337128,527482,299475,"2. Serious","1. Dry","6. Darkness: no street lighting",1,0,1,0,0,0,"0. No turn","22:47",2,"4. B",1040,"6. Single carriageway",30,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","2. Monday","NORTH SIDE B1040","E06000031","1. Yes",0
20180924,18329645,546668,310186,"3. Slight","1. Dry","1. Daylight",1,0,0,0,1,0,"0. No turn","14:15",2,"4. B",198,"6. Single carriageway",30,"3. T & Stag Jct","4. Give way or Uncontrolled","6. Unclassified",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","2. Monday","LYNN ROAD B198 AT JN WITH CLARKSON AVENUE","E07000010","1. Yes",0
20180924,18329703,541520,304983,"2. Serious","1. Dry","6. Darkness: no street lighting",2,0,0,0,0,0,"0. No turn","23:52",2,"3. A",47,"6. Single carriageway",60,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","2. Monday","THORNEY ROAD A47","E07000010","1. Yes",0
20180924,18330876,518240,300651,"3. Slight","1. Dry","1. Daylight",1,0,0,0,0,0,"0. No turn","13:26",2,"6. Unclassified",0,"1. Roundabout",30,"1. Roundabout","4. Give way or Uncontrolled","3. A",15,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","2. Monday","MASKEW AVENUE AT JN WITH BOURGES BLVD A15","E06000031","2. No - accident was reported 'over the counter'",0
20180924,18338519,540812,310258,"3. Slight","1. Dry","1. Daylight",4,0,0,0,2,1,"0. No turn","16:20",2,"6. Unclassified",0,"6. Single carriageway",60,"3. T & Stag Jct","4. Give way or Uncontrolled","6. Unclassified",0,"0. None","0. None within 50m","1. Fine without high winds",3,"0. None","2. Monday","POPPLE DROVE AT JN WITH CHALK ROAD","E07000010","2. No - accident was reported 'over the counter'",0
20180924,18340708,544770,259202,"2. Serious","1. Dry","1. Daylight",1,1,0,0,0,1,"0. No turn","10:09",1,"3. A",1303,"6. Single carriageway",30,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","8. Central reservation","1. Fine without high winds",0,"0. None","2. Monday","CHESTERTON ROAD","E07000008","1. Yes",0
20180924,18343059,545960,259709,"2. Serious","1. Dry","1. Daylight",1,0,1,0,0,0,"0. No turn","10:45",2,"3. A",1134,"6. Single carriageway",30,"1. Roundabout","2. Automatic traffic signal","6. Unclassified",0,"0. None","4. Pelican, puffin, toucan etc.","1. Fine without high winds",0,"0. None","2. Monday","ELIZABETH WAY A1134 AT JN WITH CHESTERTON ROAD","E07000008","1. Yes",0
20180924,18344396,540774,269484,"3. Slight","1. Dry","4. Darkness: street lights present and lit",1,0,0,0,0,0,"0. No turn","21:13",1,"6. Unclassified",0,"6. Single carriageway",30,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","2. Monday","RAMPTON ROAD NEAR JN WITH NEWINGTON","E07000012","1. Yes",0
20180924,18801687,540723,297384,"2. Serious","1. Dry","1. Daylight",1,0,1,0,0,0,"0. No turn","07:30",2,"4. B",1099,"6. Single carriageway",30,"3. T & Stag Jct","4. Give way or Uncontrolled","6. Unclassified",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","2. Monday","WISBECH ROAD (B1099)  NEAR JUNCTION WITH NURSERY DRIVE","E07000010","1. Yes",0
20180924,18331760,525836,256210,"3. Slight","1. Dry","1. Daylight",1,0,0,1,0,0,"2. Right turn","15:20",2,"4. B",1046,"6. Single carriageway",60,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","2. Monday","OUTSIDE 113 MEADOW ROAD/GREAT GRANSDEN B1046","E07000011","1. Yes",0
20180925,18333436,526111,276821,"3. Slight","2. Wet/Damp","1. Daylight",1,0,0,0,0,0,"0. No turn","08:10",2,"6. Unclassified",0,"6. Single carriageway",60,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","3. Tuesday","RAMSEY ROAD","E07000011","1. Yes",0
20180925,18336394,518725,299052,"3. Slight","1. Dry","1. Daylight",2,0,0,0,0,0,"0. No turn","16:40",2,"3. A",15,"6. Single carriageway",40,"1. Roundabout","4. Give way or Uncontrolled","6. Unclassified",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","3. Tuesday","BOURGES BOULEVARD A15 AT JN WITH BRIGHT ST","E06000031","2. No - accident was reported 'over the counter'",0
20180925,18802483,543805,259792,"3. Slight","2. Wet/Damp","1. Daylight",1,0,1,0,0,0,"2. Right turn","16:47",2,"3. A",1307,"3. Dual carriageway",30,"3. T & Stag Jct","4. Give way or Uncontrolled","6. Unclassified",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","3. Tuesday","HUNTINGDON ROAD (A1307)  AT JUNCTION WITH OXFORD ROAD","E07000008","1. Yes",0
20180925,18803116,524483,270387,"3. Slight","2. Wet/Damp","1. Daylight",2,0,0,0,0,0,"2. Right turn","05:55",2,"6. Unclassified",0,"6. Single carriageway",30,"3. T & Stag Jct","4. Give way or Uncontrolled","4. B",1043,"0. None","0. None within 50m","7. Fog or mist",0,"0. None","3. Tuesday","WEST STREET NEAR JUNCTION WITH THE CAUSEWAY (B1043)","E07000011","1. Yes",0
20180925,18803498,520465,299129,"3. Slight","1. Dry","1. Daylight",2,0,0,0,0,0,"0. No turn","07:30",2,"6. Unclassified",0,"1. Roundabout",40,"1. Roundabout","4. Give way or Uncontrolled","3. A",1139,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","3. Tuesday","BOONGATE - 24 METRES FROM JUNCTION WITH FRANK PERKINS PARKWAY","E06000031","1. Yes",0
20180925,18332569,520158,297107,"3. Slight","1. Dry","1. Daylight",1,0,1,0,0,0,"2. Right turn","15:30",2,"6. Unclassified",0,"6. Single carriageway",30,"3. T & Stag Jct","4. Give way or Uncontrolled","6. Unclassified",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","3. Tuesday","SOUTH STREET AT JN WITH BURYSTEAD CHURCH STREET","E06000031","2. No - accident was reported 'over the counter'",0
20180926,18332657,547008,260761,"3. Slight","1. Dry","1. Daylight",1,1,0,0,0,1,"0. No turn","08:50",1,"6. Unclassified",0,"6. Single carriageway",30,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","4. Wednesday","NUFFIELD ROAD","E07000008","2. No - accident was reported 'over the counter'",0
20180926,18334344,508580,274584,"3. Slight","1. Dry","1. Daylight",3,0,0,0,0,1,"2. Right turn","07:50",2,"4. B",660,"6. Single carriageway",60,"3. T & Stag Jct","4. Give way or Uncontrolled","3. A",14,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","4. Wednesday","B660 AT JN WITH .A14","E07000011","1. Yes",0
20180926,18333164,541942,256363,"3. Slight","1. Dry","1. Daylight",1,0,0,0,0,0,"0. No turn","09:33",2,"1. Motorway",11,"3. Dual carriageway",70,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","4. Wednesday","M11 AT JN WITH CAMBRIDGE ROAD A603","E07000012","2. No - accident was reported 'over the counter'",0
20180926,18337594,527871,289888,"3. Slight","1. Dry","1. Daylight",1,0,0,0,0,0,"0. No turn","11:40",1,"6. Unclassified",0,"6. Single carriageway",60,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","4. Fine with high winds",5,"0. None","4. Wednesday","OILMILLS ROAD","E07000010","1. Yes",0
20180926,18338404,531734,271271,"3. Slight","1. Dry","1. Daylight",1,0,0,0,0,0,"2. Right turn","16:35",2,"3. A",1906,"1. Roundabout",30,"1. Roundabout","4. Give way or Uncontrolled","6. Unclassified",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","4. Wednesday","HARRISON WAY A1096 AT JN WITH MEADOW LANE","E07000011","1. Yes",0
20180926,18332348,523906,274201,"3. Slight","1. Dry","1. Daylight",1,1,0,0,0,0,"0. No turn","09:35",1,"6. Unclassified",0,"6. Single carriageway",30,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","4. Wednesday","ST PETERS ROAD NEAR JN WITH KINGS RIPTON ROAD","E07000011","1. Yes",0
20180927,18330827,552976,278125,"1. Fatal","1. Dry","1. Daylight",1,0,0,0,1,0,"0. No turn","13:45",2,"3. A",10,"6. Single carriageway",60,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","5. Thursday","A10 CAMBRIDGE ROAD","E07000009","2. No - accident was reported 'over the counter'",0
20180927,18335922,548479,257482,"3. Slight","1. Dry","1. Daylight",1,0,1,0,0,0,"2. Right turn","07:45",2,"6. Unclassified",0,"6. Single carriageway",40,"3. T & Stag Jct","4. Give way or Uncontrolled","6. Unclassified",0,"0. None","0. None within 50m","9. Unknown",0,"0. None","5. Thursday","COLDHAMS LANE AT JN WITH ROSEMARY LANE","E07000008","2. No - accident was reported 'over the counter'",0
20180927,18343072,516923,300114,"3. Slight","1. Dry","1. Daylight",1,1,0,0,0,1,"0. No turn","16:50",1,"6. Unclassified",0,"6. Single carriageway",30,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","1. Zebra crossing","1. Fine without high winds",0,"0. None","5. Thursday","CAVELL CLOSE N","E06000031","1. Yes",0
20180927,18344164,535095,271847,"2. Serious","1. Dry","6. Darkness: no street lighting",1,0,0,0,0,0,"0. No turn","04:21",1,"6. Unclassified",0,"6. Single carriageway",30,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","5. Thursday","OVERCOTE LANE","E07000011","1. Yes",0
20180927,18342736,519281,298067,"3. Slight","1. Dry","1. Daylight",1,0,0,0,0,0,"2. Right turn","10:50",2,"3. A",15,"6. Single carriageway",30,"3. T & Stag Jct","2. Automatic traffic signal","6. Unclassified",0,"0. None","5. Ped. phase at traffic signal junction","1. Fine without high winds",0,"0. None","5. Thursday","LONDON ROAD A15 NEAR JN WITH EAST STATION ROAD","E06000031","1. Yes",0
20180927,18860158,548314,280627,"3. Slight","1. Dry","1. Daylight",1,0,0,0,0,0,"0. No turn","06:53",3,"6. Unclassified",0,"6. Single carriageway",60,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","5. Thursday","LONG CAUSEWAY.","E07000009","1. Yes",0
20180927,18332756,517077,283601,"3. Slight","1. Dry","1. Daylight",1,1,0,0,0,1,"0. No turn","08:35",1,"6. Unclassified",0,"6. Single carriageway",30,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","1. Zebra crossing","1. Fine without high winds",0,"0. None","5. Thursday","FEN LANE","E07000011","2. No - accident was reported 'over the counter'",0
20180928,18338632,552775,276665,"2. Serious","1. Dry","4. Darkness: street lights present and lit",1,0,1,0,0,0,"1. Left turn","20:03",2,"6. Unclassified",0,"6. Single carriageway",30,"8. Pri Drive","4. Give way or Uncontrolled","6. Unclassified",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","6. Friday","NEAR TWO ACRES CARAVAN SITE THE WHYCHES","E07000009","1. Yes",0
20180928,18344467,519284,298086,"3. Slight","1. Dry","1. Daylight",1,0,0,0,0,0,"0. No turn","13:30",2,"3. A",15,"6. Single carriageway",30,"3. T & Stag Jct","2. Automatic traffic signal","6. Unclassified",0,"0. None","5. Ped. phase at traffic signal junction","1. Fine without high winds",4,"0. None","6. Friday","LONDON ROAD A15 JN WITH EAST STATION ROAD","E06000031","2. No - accident was reported 'over the counter'",0
20180928,18809759,523616,272802,"3. Slight","1. Dry","1. Daylight",2,0,0,0,0,0,"2. Right turn","14:50",3,"6. Unclassified",0,"6. Single carriageway",30,"8. Pri Drive","4. Give way or Uncontrolled","6. Unclassified",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","6. Friday","ST PETER'S SCHOOL JUNCTION WITH ST PETERS ROAD","E07000011","1. Yes",0
20180928,18822364,512146,305332,"3. Slight","1. Dry","6. Darkness: no street lighting",1,0,0,0,0,0,"0. No turn","20:45",3,"6. Unclassified",0,"6. Single carriageway",30,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","6. Friday","WOODGATE OUTSIDE THE BLUEBELL PUBLIC HOUSE.","E06000031","1. Yes",0
20180928,18335496,542280,250771,"3. Slight","1. Dry","1. Daylight",1,0,1,0,0,1,"0. No turn","18:20",2,"4. B",154,"6. Single carriageway",30,"3. T & Stag Jct","4. Give way or Uncontrolled","3. A",10,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","6. Friday","CHURCH STREET B154 AT JN WITH ROYSTON ROAD A10","E07000012","1. Yes",0
20180929,18333471,524619,273372,"3. Slight","1. Dry","1. Daylight",1,1,0,0,0,1,"0. No turn","15:30",1,"6. Unclassified",0,"6. Single carriageway",30,"3. T & Stag Jct","4. Give way or Uncontrolled","6. Unclassified",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","7. Saturday","HUMBER ROAD AT JN WITH LUCAS COURT","E07000011","1. Yes",0
20180929,18334417,560098,260808,"3. Slight","1. Dry","1. Daylight",1,0,1,0,0,0,"0. No turn","17:30",2,"3. A",1303,"6. Single carriageway",40,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","7. Saturday","ELY FENS A1303","E07000009","1. Yes",0
20180929,18335511,557414,257577,"3. Slight","1. Dry","1. Daylight",1,0,0,0,0,0,"0. No turn","14:30",1,"3. A",11,"3. Dual carriageway",60,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","7. Saturday","A11","E07000012","1. Yes",0
20180929,18336293,538387,303235,"3. Slight","1. Dry","1. Daylight",3,0,0,0,0,0,"0. No turn","17:52",5,"3. A",47,"6. Single carriageway",60,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","7. Saturday","FEN ROAD A47","E07000010","1. Yes",0
20180929,18331248,530343,268980,"3. Slight","1. Dry","1. Daylight",2,0,0,0,1,0,"0. No turn","10:30",2,"3. A",1096,"6. Single carriageway",60,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","7. Saturday","LONDON ROAD A1096 NEAR JN WITH HUNTINGDON ROAD","E07000011","1. Yes",0
20180929,18803749,543614,259940,"3. Slight","1. Dry","4. Darkness: street lights present and lit",1,0,1,0,0,0,"0. No turn","01:37",2,"3. A",1307,"6. Single carriageway",30,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","7. Saturday","151 HUNTINGDON ROAD (A1307)","E07000008","1. Yes",0
20180929,18824747,545715,257404,"3. Slight","1. Dry","4. Darkness: street lights present and lit",1,0,1,0,0,0,"3. Both left & right turns","19:00",2,"3. A",1307,"6. Single carriageway",30,"3. T & Stag Jct","4. Give way or Uncontrolled","6. Unclassified",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","7. Saturday","HILLS ROAD (A1307)  AT JUNCTION WITH BATEMAN STREET.","E07000008","1. Yes",0
20180929,18332377,519598,299253,"3. Slight","1. Dry","1. Daylight",1,1,0,0,1,0,"0. No turn","08:20",1,"6. Unclassified",0,"6. Single carriageway",30,"3. T & Stag Jct","4. Give way or Uncontrolled","6. Unclassified",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","7. Saturday","CRAWTHORNE ROAD NEAR JN WITH CRAWTHORNE STREET","E06000031","1. Yes",0
20180930,18333844,545448,259079,"3. Slight","1. Dry","1. Daylight",1,0,0,0,0,0,"0. No turn","12:40",2,"6. Unclassified",0,"6. Single carriageway",30,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","1. Sunday","VICTORIA AVENUE","E07000008","2. No - accident was reported 'over the counter'",0
20181001,18334348,546553,257704,"2. Serious","1. Dry","1. Daylight",1,0,1,0,0,1,"0. No turn","16:07",2,"6. Unclassified",0,"6. Single carriageway",30,"3. T & Stag Jct","4. Give way or Uncontrolled","6. Unclassified",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","2. Monday","155 MILL ROAD NEAR JN WITH CAVENDISH ROAD","E07000008","1. Yes",0
20181002,18335119,535832,250649,"3. Slight","1. Dry","1. Daylight",2,0,0,0,0,0,"2. Right turn","17:24",2,"3. A",603,"6. Single carriageway",60,"3. T & Stag Jct","4. Give way or Uncontrolled","6. Unclassified",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","3. Tuesday","CAMBRIDGE ROAD A603 AT JN WITH FISHERS LANE","E07000012","1. Yes",0
20181002,18337124,531837,260376,"3. Slight","1. Dry","4. Darkness: street lights present and lit",1,0,0,0,0,0,"0. No turn","22:18",1,"6. Unclassified",0,"1. Roundabout",60,"1. Roundabout","4. Give way or Uncontrolled","6. Unclassified",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","3. Tuesday","ST NEOTS ROAD AT JN WITH CAMBOURNE ROAD","E07000012","1. Yes",0
20181002,18340150,514208,294249,"3. Slight","1. Dry","1. Daylight",1,0,0,0,0,0,"0. No turn","12:43",2,"3. A",1139,"1. Roundabout",60,"1. Roundabout","4. Give way or Uncontrolled","2. A(M)",1,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","3. Tuesday","FRANK PERKINS PARKWAY A1139 AT JN WITH JUNCTION 17 A(M)1","E06000031","1. Yes",0
20181002,18331815,525482,270369,"3. Slight","1. Dry","4. Darkness: street lights present and lit",1,0,1,0,0,0,"0. No turn","03:10",2,"6. Unclassified",0,"9. Unknown",30,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","3. Tuesday","A1198","E07000011","2. No - accident was reported 'over the counter'",0
20181002,18332273,541691,296612,"3. Slight","1. Dry","1. Daylight",1,0,1,0,1,0,"1. Left turn","12:30",2,"4. B",1101,"6. Single carriageway",30,"3. T & Stag Jct","4. Give way or Uncontrolled","6. Unclassified",0,"0. None","4. Pelican, puffin, toucan etc.","4. Fine with high winds",0,"0. None","3. Tuesday","HIGH STREET B1101 NEAR JN WITH MARKET PLACE","E07000010","2. No - accident was reported 'over the counter'",0
20181002,18335042,517329,294845,"3. Slight","1. Dry","1. Daylight",2,0,0,0,0,1,"0. No turn","15:20",2,"6. Unclassified",0,"6. Single carriageway",30,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","3. Tuesday","HARGATE WAY","E06000031","2. No - accident was reported 'over the counter'",0
20181002,18803365,516969,304110,"3. Slight","1. Dry","1. Daylight",1,0,1,0,0,1,"0. No turn","16:59",2,"6. Unclassified",0,"6. Single carriageway",30,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","3. Tuesday","STANILAND WAY","E06000031","1. Yes",0
20181002,18334464,518306,298635,"3. Slight","1. Dry","1. Daylight",1,0,1,0,0,0,"1. Left turn","16:30",2,"6. Unclassified",0,"6. Single carriageway",30,"3. T & Stag Jct","4. Give way or Uncontrolled","6. Unclassified",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","3. Tuesday","THORPE ROAD AT JN WITH ALDERMANS DRIVE","E06000031","2. No - accident was reported 'over the counter'",0
20181003,18335603,547476,257639,"2. Serious","1. Dry","1. Daylight",2,0,0,0,2,0,"0. No turn","15:38",2,"3. A",1134,"6. Single carriageway",30,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","4. Wednesday","BROOKS ROAD A1134 NEAR JN WITH BROOKFIELD","E07000008","1. Yes",0
20181003,18339432,558214,270477,"3. Slight","1. Dry","1. Daylight",1,0,1,0,0,0,"0. No turn","18:10",2,"3. A",1123,"6. Single carriageway",40,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","4. Wednesday","CHURCH ROAD A1123","E07000009","1. Yes",0
20181003,18335048,548302,259761,"3. Slight","1. Dry","1. Daylight",3,0,0,0,0,0,"0. No turn","11:22",2,"4. B",1102,"6. Single carriageway",30,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","4. Wednesday","DITTON LANE B1102","E07000008","1. Yes",0
20181004,18336297,518091,294216,"3. Slight","1. Dry","1. Daylight",1,0,0,0,0,0,"0. No turn","16:02",2,"3. A",15,"6. Single carriageway",30,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","5. Thursday","LONDON ROAD A15","E06000031","1. Yes",0
20181004,18335695,541500,291674,"2. Serious","1. Dry","6. Darkness: no street lighting",5,0,0,0,2,2,"0. No turn","22:15",2,"3. A",141,"6. Single carriageway",60,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","5. Thursday","ISLE OF ELY WAY A141","E07000010","1. Yes",0
20181005,18812023,551530,259830,"3. Slight","1. Dry","4. Darkness: street lights present and lit",2,0,0,0,0,0,"0. No turn","19:46",2,"4. B",1102,"7. Slip road",60,"3. T & Stag Jct","2. Automatic traffic signal","3. A",1303,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","6. Friday","CHURCH ROAD (B1102)  NEAR JUNCTION WITH NEWMARKET ROAD (A1303)","E07000012","1. Yes",0
20181006,18335713,518874,301898,"3. Slight","2. Wet/Damp","1. Daylight",1,0,0,0,0,0,"0. No turn","16:30",2,"6. Unclassified",0,"6. Single carriageway",30,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","2. Raining without high winds",0,"0. None","7. Saturday","FULBRIDGE ROAD AT JN WITH SOKE PARKWAY A47","E06000031","1. Yes",0
20181006,18336037,538954,304276,"2. Serious","2. Wet/Damp","1. Daylight",4,0,0,0,0,1,"0. No turn","18:00",2,"4. B",1187,"6. Single carriageway",60,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","2. Raining without high winds",0,"0. None","7. Saturday","GULL ROAD B1187","E07000010","1. Yes",0
20181006,18333811,517934,302361,"2. Serious","1. Dry","1. Daylight",1,0,0,0,0,0,"0. No turn","13:00",2,"6. Unclassified",0,"6. Single carriageway",30,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","7. Saturday","343 FULBRIDGE ROAD","E06000031","2. No - accident was reported 'over the counter'",0
20181006,18335815,519194,301255,"3. Slight","2. Wet/Damp","1. Daylight",3,0,0,0,0,2,"2. Right turn","15:44",2,"6. Unclassified",0,"1. Roundabout",30,"1. Roundabout","4. Give way or Uncontrolled","6. Unclassified",0,"0. None","0. None within 50m","2. Raining without high winds",0,"0. None","7. Saturday","DOGSTHORPE ROAD AT JN WITH WELLAND ROAD","E06000031","1. Yes",0
20181006,18337466,545145,254332,"2. Serious","2. Wet/Damp","1. Daylight",1,0,1,0,0,0,"1. Left turn","12:26",2,"6. Unclassified",0,"1. Roundabout",30,"1. Roundabout","4. Give way or Uncontrolled","6. Unclassified",0,"0. None","0. None within 50m","5. Raining with high winds",0,"0. None","7. Saturday","ADDENBROOKES ROAD AT JN WITH HOBSON AVENUE","E07000008","1. Yes",0
20181006,18335240,518532,260331,"3. Slight","2. Wet/Damp","1. Daylight",1,0,0,0,0,0,"0. No turn","09:08",2,"4. B",1043,"6. Single carriageway",30,"6. Crossroads","2. Automatic traffic signal","4. B",1428,"0. None","5. Ped. phase at traffic signal junction","2. Raining without high winds",0,"0. None","7. Saturday"," B1043 HUNTINGDON STREET AT JN WITH B1428 CAMBRIDGE STREET","E07000011","1. Yes",0
20181007,18336729,527477,299421,"3. Slight","1. Dry","1. Daylight",1,0,0,0,1,0,"1. Left turn","17:35",2,"6. Unclassified",0,"6. Single carriageway",40,"3. T & Stag Jct","4. Give way or Uncontrolled","4. B",1040,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","1. Sunday","NORTH BANK NEAR JN WITH B1040","E06000031","1. Yes",0
20181007,18337604,516091,272073,"3. Slight","1. Dry","1. Daylight",1,0,0,0,0,0,"0. No turn","11:10",2,"3. A",14,"3. Dual carriageway",70,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","1. Sunday","A14","E07000011","1. Yes",0
20181007,18341472,560201,259857,"3. Slight","1. Dry","1. Daylight",3,0,0,0,0,0,"0. No turn","11:15",2,"3. A",1304,"6. Single carriageway",60,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","1. Sunday","LONDON ROAD A1304","E07000009","1. Yes",0
20181007,18336322,519669,276459,"3. Slight","1. Dry","1. Daylight",1,0,0,1,0,0,"2. Right turn","15:11",2,"4. B",1043,"6. Single carriageway",60,"3. T & Stag Jct","4. Give way or Uncontrolled","6. Unclassified",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","1. Sunday","B1043 AT JN WITH PIERSON ROAD","E07000011","1. Yes",0
20181008,18343203,540942,248981,"3. Slight","1. Dry","1. Daylight",1,0,0,0,0,0,"1. Left turn","07:30",2,"6. Unclassified",0,"6. Single carriageway",30,"3. T & Stag Jct","4. Give way or Uncontrolled","3. A",10,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","2. Monday","BARRINGTON ROAD AT JN WITH CAMBRIDGE ROAD A10","E07000012","1. Yes",0
20181008,18340732,509196,292806,"3. Slight","1. Dry","1. Daylight",1,0,0,0,0,0,"2. Right turn","09:30",2,"3. A",605,"6. Single carriageway",60,"3. T & Stag Jct","4. Give way or Uncontrolled","4. B",671,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","2. Monday","ELTON A605 AT JN WITH OVEREND B671","E07000011","1. Yes",0
20181008,18342477,547069,310577,"3. Slight","1. Dry","1. Daylight",5,0,0,0,0,2,"0. No turn","15:00",2,"4. B",198,"1. Roundabout",30,"1. Roundabout","4. Give way or Uncontrolled","6. Unclassified",0,"0. None","8. Central reservation","1. Fine without high winds",0,"0. None","2. Monday","LYNN ROAD B198 AT JN WITH LEROWE ROAD","E07000010","1. Yes",0
